,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
69,NCW42,OUT045,4073.161327755027
70,NCX06,OUT049,3273.065114487208
71,FDC37,OUT027,3241.6211130791335
72,FDZ14,OUT018,2076.092434964329
73,DRG49,OUT049,4362.717395463099
74,NCG06,OUT045,4574.10908131572
75,DRC36,OUT045,3188.463672204682
76,FDV21,OUT019,305.1863343125147
77,FDB53,OUT046,2760.515170306935
78,DRP47,OUT019,1043.391179824321
79,FDA14,OUT013,2772.878367036805
80,DRC24,OUT035,2852.1111556036008
81,FDW21,OUT018,1622.6853174261448
82,NCH29,OUT046,1738.8750527151176
83,FDU58,OUT013,3492.664376167291
84,FDY27,OUT017,3250.9616898913705
85,FDV56,OUT035,1977.5491686419236
86,FDT59,OUT046,4257.642990001914
87,FDB23,OUT046,4105.204492364132
88,FDR49,OUT045,848.4077650011053
89,FDB03,OUT010,1003.2216307139469
90,FDN39,OUT045,2939.787647969768
91,FDX02,OUT027,6179.709092983014
92,FDQ16,OUT027,3228.90996221035
93,FDU35,OUT018,1612.0428975713007
94,NCT29,OUT013,2315.4440793939516
95,FDZ27,OUT046,885.6446705288563
96,FDN57,OUT017,2433.820111177175
97,FDA03,OUT018,2551.7756199483783
98,FDZ36,OUT045,3459.2466033210817
99,NCU05,OUT013,1516.6707438060105
100,FDT39,OUT018,2558.1029730394102
101,FDK60,OUT017,1777.9799947696001
102,FDZ25,OUT017,3146.2393054276467
103,FDG12,OUT046,2292.357102607356
104,DRB01,OUT019,723.5745909529958
105,NCC43,OUT027,6542.395545713041
106,FDX13,OUT019,1038.7986125569234
107,FDM22,OUT049,1018.8791140587703
108,FDJ03,OUT027,1761.5461401948346
109,FDU14,OUT018,4053.356485903373
110,FDB33,OUT010,513.6914726955079
111,FDP27,OUT046,3549.090512598791
112,FDO38,OUT010,-0.2885293817201884
113,FDE28,OUT027,6642.296541351884
114,FDO27,OUT035,1785.4624224527859
115,DRL23,OUT027,3216.647539440779
116,FDS28,OUT046,1039.9802970341864
117,FDX24,OUT013,1663.9383733915897
118,FDZ02,OUT035,1798.7490506642005
119,FDL46,OUT045,2053.846995766146
120,FDS60,OUT027,5411.226158661391
121,NCO06,OUT017,719.4332902128278
122,FDO16,OUT035,1608.8747939028826
123,FDC60,OUT049,1644.9134888448261
124,FDA48,OUT018,3731.3537332560545
125,FDZ36,OUT027,5645.07049513686
126,FDK27,OUT045,2218.207328948293
127,FDW23,OUT018,591.5785681159115
128,FDM14,OUT018,1761.9016545308846
129,FDM14,OUT013,1906.0960506242138
130,FDW60,OUT018,3066.6195668687824
131,FDE21,OUT013,2156.9293133765323
132,NCM42,OUT035,1967.2932090210581
133,FDY59,OUT010,131.5737193923049
134,DRI49,OUT049,1502.4005592500407
135,FDT28,OUT019,444.40331881105766
136,FDQ22,OUT018,592.0183484706462
137,FDR60,OUT049,1476.2337537348785
138,FDC50,OUT019,138.0475663965218
139,FDV24,OUT013,2735.2529427690606
140,DRF48,OUT010,830.7393120535368
141,FDQ47,OUT046,729.7232768107988
142,DRN36,OUT049,1772.097089236449
143,NCY06,OUT035,2374.3222092659744
144,FDE52,OUT035,1658.3961507415243
145,NCB54,OUT045,2233.70577106188
146,NCF31,OUT035,2777.709414686598
147,FDJ08,OUT027,5698.070477596257
148,NCC07,OUT017,1902.9701858600977
149,NCD19,OUT027,1890.8763019565567
150,FDL46,OUT049,2222.4174927523677
151,FDM20,OUT045,4435.60222749367
152,NCI06,OUT010,627.5987910962804
153,DRM11,OUT035,4792.222363630904
154,NCH07,OUT018,2693.673820746144
155,FDS23,OUT013,2383.6220026273045
156,FDO49,OUT018,753.4991586965065
157,FDS35,OUT049,1235.9416782997714
158,DRK39,OUT045,1520.6558794932698
159,DRI39,OUT049,1064.3586892411195
160,FDV04,OUT017,2925.667053804316
161,NCN14,OUT035,3485.2706830723446
162,FDH08,OUT013,4288.100017576169
163,FDS20,OUT046,3523.05716004502
164,FDV40,OUT049,1343.5731588702672
165,FDZ48,OUT010,232.67102335264184
166,FDS24,OUT027,2882.145163704346
167,FDK44,OUT049,3206.3553647984345
168,FDS48,OUT045,2766.2231614470716
169,FDK26,OUT010,735.8354330269318
170,FDD23,OUT045,3455.484510184116
171,NCH54,OUT017,2962.2028672499832
172,NCP14,OUT010,180.15557337767444
173,FDM60,OUT010,-219.90622741062896
174,FDV24,OUT017,2776.631535962018
175,FDH08,OUT018,3836.564187286363
176,FDS12,OUT027,3667.167769349234
177,FDR39,OUT027,5462.776112713666
178,FDP12,OUT027,1559.458967448493
179,DRF60,OUT027,6481.661579255042
180,FDC09,OUT035,1952.2903739955232
181,FDF50,OUT018,3298.6077939825705
182,FDG28,OUT035,4502.436355519796
183,NCE19,OUT017,1037.817077866548
184,NCM53,OUT010,207.06669795440345
185,NCN18,OUT049,1984.284054690717
186,FDF32,OUT035,3566.0816255721998
187,FDF11,OUT013,4438.5876842056505
188,DRI59,OUT049,4278.227755703871
189,NCG54,OUT035,3137.3198547056672
190,FDM44,OUT046,1873.928584145918
191,FDT57,OUT018,3911.322978811276
192,FDV24,OUT046,2738.368491543502
193,FDI50,OUT019,952.3996664170467
194,FDS09,OUT035,952.1024136148885
195,NCC31,OUT027,4425.143372059251
196,FDQ07,OUT019,925.933282559067
197,FDC22,OUT017,3563.4242604736937
198,FDZ56,OUT046,3050.6581438966055
199,FDZ40,OUT019,-106.00054440920404
200,FDS46,OUT027,3499.090540275036
201,DRD24,OUT045,2327.432840506275
202,FDV45,OUT017,3484.492050267049
203,FDL26,OUT045,2818.4251363496414
204,FDA56,OUT018,2082.725514864318
205,FDN27,OUT046,2117.4204672973897
206,FDM20,OUT049,4473.602922391834
207,FDO16,OUT017,1569.5683657272489
208,FDL03,OUT035,3543.2783942622477
209,FDE58,OUT046,2133.8467970941056
210,FDI02,OUT027,3502.3239426512123
211,NCC55,OUT019,-245.34055513715768
212,FDR03,OUT018,3578.7208308016397
213,FDB14,OUT017,1688.6304794577036
214,FDR45,OUT013,4426.489977483823
215,NCN07,OUT017,2392.310060341561
216,FDM51,OUT019,194.9744669433632
217,FDT52,OUT027,6546.697053934392
218,FDL26,OUT046,2837.4761408026
219,NCZ42,OUT046,4374.650830823689
220,DRI47,OUT019,442.1785092606708
221,FDW40,OUT013,2424.1698793546675
222,FDN34,OUT046,3057.459416875533
223,FDS01,OUT035,3302.652938488624
224,NCG55,OUT045,2093.2907282575784
225,FDC11,OUT035,1588.095718272455
226,FDX35,OUT018,3813.543119894661
227,NCB06,OUT046,2962.6729707881655
228,FDR09,OUT019,1081.8989401048884
229,FDC53,OUT017,1792.5404731600981
230,FDY45,OUT013,4653.979612218848
231,FDA22,OUT010,520.7199953542688
232,FDE02,OUT035,1778.7562604516081
233,FDW21,OUT045,1854.337973363336
234,FDV34,OUT046,1320.5844770016206
235,FDS59,OUT049,1961.0972054270871
236,NCW17,OUT017,2382.397341671751
237,NCK54,OUT046,2122.0307178168846
238,FDG17,OUT019,1009.9514086407837
239,FDG35,OUT017,3260.1976503340584
240,FDD08,OUT010,-243.3372440660048
241,NCO07,OUT017,4105.232618115836
242,FDJ10,OUT010,372.31798002054313
243,FDW36,OUT017,1877.2227676886241
244,FDW21,OUT010,220.46479067718755
245,FDY19,OUT017,2184.266961137937
246,DRE03,OUT013,896.1982151088641
247,NCC55,OUT049,782.6837167207154
248,FDH52,OUT010,-53.15596636939161
249,FDO09,OUT017,4745.271695149088
250,FDU43,OUT045,4361.054500584121
251,FDX09,OUT010,586.8438169861962
252,FDH40,OUT019,78.66748625957297
253,FDW58,OUT017,1901.49351094819
254,FDC47,OUT017,4258.884325570703
255,NCR41,OUT035,1775.965328594818
256,DRG49,OUT035,4436.111021328814
257,FDC52,OUT027,4446.496541913285
258,FDY13,OUT046,1317.6616343325395
259,FDY35,OUT013,801.6264124793545
260,FDI35,OUT017,3521.5020049729656
261,NCU18,OUT049,2444.26971296517
262,FDY33,OUT018,2712.38235054299
263,FDC15,OUT027,4570.726365559149
264,FDU01,OUT049,3435.193550891394
265,NCU42,OUT046,3045.737419193806
266,NCV29,OUT018,3032.641735045544
267,NCY30,OUT017,3506.1475667259037
268,FDQ46,OUT049,2051.1483872339504
269,FDG58,OUT027,4459.785302198046
270,FDK33,OUT017,4056.611633631863
271,NCD07,OUT045,2062.261245820631
272,NCX29,OUT027,4387.3592919270595
273,NCT42,OUT013,2757.0041455885485
274,DRN59,OUT035,909.5219690429251
275,FDI44,OUT035,1502.419766754495
276,FDA45,OUT049,3108.7748656473987
277,FDP31,OUT045,1124.3259648214175
278,FDY01,OUT046,2129.295090676653
279,FDT09,OUT018,2146.2579846094172
280,DRH03,OUT027,3025.0085483733483
281,FDA36,OUT018,3140.497234467768
282,NCF31,OUT017,2755.5939718084387
283,FDG14,OUT049,2775.9320307687935
284,FDG28,OUT027,6536.998007576589
285,FDU14,OUT049,4643.96495236542
286,FDY47,OUT019,339.1080249577461
287,FDI56,OUT049,1666.572230560343
288,DRD01,OUT013,1058.5614377685515
289,FDM22,OUT046,1036.805699784997
290,FDH33,OUT013,774.0845032048884
291,DRZ24,OUT013,2236.0030525726747
292,NCQ38,OUT046,1878.8987300055594
293,FDO16,OUT027,2771.6335402337804
294,FDU07,OUT027,4419.346200632703
295,NCB07,OUT013,3414.3066269888627
296,FDU48,OUT045,2262.107799972001
297,NCM43,OUT045,2923.7543573509265
298,FDR31,OUT010,424.14438431209345
299,DRK49,OUT018,595.9243571091807
300,NCI30,OUT010,983.6577752165272
301,DRD60,OUT017,3429.763495821335
302,NCG19,OUT046,4222.837017023983
303,FDH12,OUT035,1899.4567575316544
304,FDM32,OUT035,1708.266580996568
305,FDM27,OUT035,2849.273096108569
306,NCU53,OUT027,4609.227567243663
307,NCQ18,OUT046,1762.863701742361
308,FDS10,OUT013,3187.193712463604
309,FDB33,OUT027,4582.944018105287
310,FDI12,OUT013,1571.5569268876986
311,NCW42,OUT013,4111.755327021091
312,NCC06,OUT018,2091.072962080301
313,FDW02,OUT017,2344.7525946961337
314,NCD43,OUT017,1912.6073633032076
315,FDM57,OUT018,1395.2044961668157
316,FDA58,OUT017,4331.466048310023
317,FDK56,OUT046,3520.014209199165
318,FDP52,OUT045,4222.323397906697
319,FDW20,OUT018,2081.986017135579
320,FDS52,OUT049,1894.1797926346533
321,NCT29,OUT018,2025.6559798715289
322,NCL54,OUT013,3168.848029341191
323,FDC05,OUT045,3452.376039627382
324,FDF34,OUT035,3465.7993540757307
325,FDP03,OUT027,3592.0990380911608
326,FDD32,OUT010,81.67878259953706
327,FDZ10,OUT045,2251.480000197341
328,FDZ40,OUT035,1058.9727387307357
329,FDD51,OUT018,618.0104969321701
330,NCY30,OUT019,624.7200752556452
331,FDP58,OUT017,4047.7737321071236
332,FDV49,OUT017,4737.085861601978
333,FDY24,OUT019,-121.80563150950955
334,NCO55,OUT017,1887.2784545364898
335,FDR13,OUT017,2197.424758809392
336,FDS51,OUT017,1139.2133847415407
337,FDP26,OUT045,1865.1841287667587
338,NCB54,OUT027,3677.929012663887
339,FDF32,OUT017,3522.9038350348455
340,FDN31,OUT018,3239.689397698642
341,DRM48,OUT017,738.5645635118079
342,FDN20,OUT049,3045.5013128503438
343,DRL01,OUT046,4192.0057739432405
344,FDV56,OUT049,1949.446161455204
345,DRH13,OUT027,3230.0160717100503
346,FDA03,OUT017,2797.72276100965
347,FDF47,OUT027,6191.561578877151
348,FDX32,OUT046,2845.4431590306804
349,FDX57,OUT049,1783.3801335883177
350,NCA30,OUT045,3377.520314353957
351,FDO49,OUT013,915.1988387029613
352,FDL04,OUT019,188.901045207211
353,DRM48,OUT035,756.9308400180626
354,FDR16,OUT013,3944.2024389136886
355,NCC19,OUT018,3260.5896621543197
356,NCE42,OUT045,4265.937254447
357,FDY24,OUT017,1048.8676052049939
358,FDH19,OUT049,3165.390795002248
359,FDJ46,OUT013,3209.507354767442
360,FDN45,OUT010,893.1053870403858
361,FDY08,OUT035,2408.5083921155365
362,FDZ37,OUT035,1621.4511222661254
363,NCT30,OUT045,852.8509886840769
364,DRY23,OUT018,619.5032635379823
365,NCZ30,OUT018,2063.3794182103024
366,FDC44,OUT018,1930.2651767652808
367,FDB45,OUT035,1907.227239900996
368,FDY04,OUT013,2918.154190539002
369,FDM27,OUT046,2913.533183700222
370,FDZ43,OUT017,4449.271246727158
371,FDT39,OUT019,475.8729466136662
372,NCC06,OUT019,301.68841607545386
373,FDL15,OUT027,4455.600841436844
374,FDL57,OUT017,4605.863643035864
375,FDU08,OUT046,1741.8984164974745
376,FDK40,OUT017,4806.876842408962
377,FDQ12,OUT010,955.3428720456982
378,FDS48,OUT017,2818.0618346046167
379,FDP09,OUT045,3948.208567046974
380,FDW21,OUT049,1808.1037348701761
381,FDY25,OUT035,3449.29750248117
382,DRE13,OUT017,1570.1887338045651
383,FDV43,OUT019,-220.17387022479122
384,FDD22,OUT045,1932.4637670950178
385,FDM46,OUT019,127.63560712330883
386,NCO30,OUT010,702.936145924681
387,FDM25,OUT046,3220.8071543863875
388,NCN41,OUT049,2321.3259084158403
389,FDU24,OUT045,1682.5303631735044
390,FDZ50,OUT046,3538.9932557566553
391,FDP45,OUT013,4534.4702294981225
392,NCM54,OUT045,2235.9983610751674
393,FDW10,OUT019,562.5078554811766
394,FDP20,OUT017,2332.8653055286854
395,FDK32,OUT046,2788.665279959051
396,FDN52,OUT049,1626.3668160119485
397,FDM58,OUT045,1973.0155325551557
398,FDZ46,OUT027,3450.7361410009034
399,NCA18,OUT018,1936.9530132069578
400,FDD35,OUT046,2294.274516040472
401,NCK31,OUT035,943.7170254339287
402,FDI40,OUT027,3124.6559649150117
403,FDT50,OUT019,164.42134190944634
404,NCT06,OUT046,2939.4057198098644
405,FDT31,OUT035,3431.18281682666
406,FDT45,OUT049,1024.9701032525666
407,FDT13,OUT045,3409.9401280980837
408,FDO50,OUT045,1589.3036494375858
409,NCU18,OUT010,354.5013236350577
410,NCR54,OUT049,3504.2151025546646
411,NCO18,OUT018,3031.515752458826
412,FDU09,OUT045,992.5260733251043
413,FDT13,OUT018,3245.629236913899
414,FDE09,OUT046,2018.5889971294273
415,NCK53,OUT019,179.3475689577615
416,FDG45,OUT049,3999.932906436424
417,DRH15,OUT035,838.8050868400468
418,FDO21,OUT019,947.6434980008394
419,FDD14,OUT027,5675.099146775435
420,FDC09,OUT046,1901.026338416349
421,FDH45,OUT027,1615.1695734781977
422,FDV32,OUT046,1229.4895986634954
423,FDG12,OUT035,2240.4397635414407
424,FDS32,OUT013,2403.0319197227036
425,NCL55,OUT018,4030.7018025810003
426,DRE01,OUT035,4389.925282555128
427,DRE15,OUT049,1485.4119699130356
428,NCL42,OUT045,4343.021191143874
429,FDP31,OUT013,1224.9571000073438
430,FDN33,OUT018,1503.9800769286946
431,FDZ59,OUT046,2929.796827649317
432,FDE45,OUT010,607.4373372885123
433,FDJ07,OUT013,2170.174734087381
434,FDQ45,OUT018,3181.6152826965617
435,FDM33,OUT027,6106.346391446306
436,FDO15,OUT010,1.140987969179406
437,FDM46,OUT013,1706.120551938267
438,FDR03,OUT045,3896.1654411669624
439,FDY49,OUT018,2808.3934729291777
440,FDQ60,OUT045,2114.1501457501568
441,FDW10,OUT049,3146.610219035725
442,FDO51,OUT049,832.8723337935485
443,FDJ40,OUT018,1697.1405248716267
444,FDS20,OUT018,3290.3016835359012
445,FDU45,OUT013,2109.956195390687
446,FDV02,OUT035,3151.530552308556
447,FDN09,OUT046,4415.8101544989895
448,NCM55,OUT027,5675.492935437443
449,FDN23,OUT018,2550.09256652405
450,FDY31,OUT010,413.10619177513775
451,FDW03,OUT010,216.05145400165486
452,FDD14,OUT046,3502.677036782852
453,FDV23,OUT017,2319.0718816657995
454,DRI03,OUT045,3164.460758344982
455,FDN13,OUT035,1816.4333838590358
456,FDF45,OUT027,1965.4747393109753
457,FDU46,OUT035,1632.3272045498074
458,FDB57,OUT049,4172.353390403226
459,FDV12,OUT049,1823.7718268144802
460,FDQ58,OUT013,2781.719638179271
461,NCA18,OUT017,2159.899621854814
462,FDH52,OUT049,1128.3149024965862
463,FDM24,OUT018,2553.670128037773
464,NCP43,OUT027,5471.239279419677
465,NCO18,OUT019,567.8145897536156
466,FDM32,OUT017,1613.8303611082997
467,NCL07,OUT017,743.3988443347067
468,FDK03,OUT013,4548.78246125072
469,FDP59,OUT017,1884.0369860336218
470,FDQ24,OUT049,4595.10351126129
471,FDQ16,OUT018,1687.4411376215687
472,FDU44,OUT013,2927.9653945701057
473,FDH28,OUT010,-225.3345772511008
474,FDV28,OUT019,-242.24765731086663
475,FDM22,OUT045,988.2581405772232
476,FDR56,OUT046,3484.9758641483622
477,FDV39,OUT049,3431.438216765464
478,FDU37,OUT019,26.165821442390143
479,FDQ11,OUT010,1229.3556098572174
480,FDX02,OUT045,4145.852563822439
481,NCS42,OUT018,1511.74511072521
482,FDY57,OUT027,3037.6943417214175
483,FDB21,OUT049,4321.313390546569
484,FDE28,OUT017,4310.818897516061
485,FDQ55,OUT017,2188.0439425680556
486,FDA48,OUT049,4102.2916115649205
487,FDZ19,OUT045,3171.197471265048
488,NCC43,OUT045,4415.759665635023
489,NCV18,OUT046,1564.7281692116464
490,NCA42,OUT018,2682.152379951409
491,FDY45,OUT046,4636.08883337668
492,NCC30,OUT045,3162.8445303619324
493,FDM57,OUT013,1590.0516662908665
494,FDL09,OUT010,532.1468216450486
495,FDB09,OUT027,3617.5364370869884
496,FDT44,OUT035,2201.1331971607465
497,NCT06,OUT027,4649.924145210383
498,FDX26,OUT049,3576.0974261148253
499,FDK32,OUT013,2794.7247846582754
500,DRA12,OUT046,2469.2832989847616
501,FDO46,OUT010,739.206727959006
502,FDE52,OUT013,1573.6254126140707
503,NCH42,OUT045,4223.213758306257
504,FDV08,OUT035,828.3964201195911
505,FDB47,OUT018,3640.9969949108663
506,FDC28,OUT010,227.05089207389767
507,FDD22,OUT046,2119.8903122223055
508,FDS07,OUT027,3491.9054077406895
509,DRI13,OUT045,4021.456562495485
510,FDG32,OUT018,3806.302823449436
511,FDU14,OUT017,4656.52029236603
512,FDD28,OUT019,-95.96497994435452
513,NCP41,OUT017,1936.6673543095067
514,FDS08,OUT049,3208.674694547722
515,FDX47,OUT045,2838.0115893053407
516,FDC53,OUT019,185.75282345731247
517,FDQ19,OUT035,4519.139206652747
518,FDL14,OUT045,2725.7493488525497
519,FDM33,OUT019,899.9768334112282
520,FDA51,OUT045,2088.231358161362
521,FDZ27,OUT018,734.5941262389723
522,FDT04,OUT046,769.9927837883725
523,DRC13,OUT049,2322.594360560851
524,FDR16,OUT027,6038.514544137197
525,FDQ03,OUT027,6490.98222762874
526,FDE38,OUT035,3027.4154288621235
527,DRH23,OUT027,1911.9572520419117
528,FDT11,OUT019,740.079044700687
529,FDD09,OUT035,3335.88532708653
530,FDR40,OUT045,1516.1743620392836
531,FDX07,OUT017,3527.6494217123495
532,FDR07,OUT035,1760.4497124601044
533,FDA51,OUT017,2160.551719910046
534,FDT59,OUT019,975.1560040175262
535,FDF20,OUT017,3523.480145859844
536,FDR13,OUT045,2108.774960426586
537,FDY26,OUT049,4088.7315510632507
538,FDW04,OUT017,2402.714064057326
539,FDK52,OUT017,4283.795374211562
540,FDN60,OUT049,2927.4369200442325
541,FDM09,OUT019,603.4956641450898
542,FDP46,OUT049,1603.5405442501767
543,FDB50,OUT019,9.199902578644252
544,NCQ29,OUT049,4555.2277913644375
545,FDP16,OUT027,6535.297530112626
546,FDX33,OUT018,2724.9545439695207
547,FDP07,OUT010,854.2618857439726
548,FDN22,OUT046,4546.754733890038
549,FDF39,OUT049,4668.808550653673
550,FDS21,OUT017,1132.0698565460889
551,NCM42,OUT013,1913.2940881381944
552,FDK50,OUT019,522.1927647294195
553,DRF13,OUT027,4408.585841053506
554,FDH35,OUT018,2700.5849239533622
555,FDP60,OUT018,1586.2288581536395
556,DRJ49,OUT027,3689.9207688213028
557,NCT42,OUT019,420.5623943045795
558,FDE38,OUT049,3002.749037063597
559,FDI04,OUT049,3541.4283981405406
560,NCH54,OUT045,2868.9501472162483
561,FDT56,OUT049,1079.464964342365
562,DRD15,OUT018,3831.6634192217916
563,FDV58,OUT013,3425.957247640341
564,FDP21,OUT049,3594.2592392323095
565,FDH05,OUT013,4229.616160700342
566,FDR10,OUT027,4634.260562356321
567,NCP06,OUT045,2683.482598416087
568,FDF33,OUT049,1950.0001869992668
569,DRK37,OUT013,3499.297914950336
570,DRH49,OUT045,1502.319519714708
571,FDT58,OUT013,2965.6568941734126
572,FDD41,OUT018,1684.970470144179
573,FDP40,OUT018,1782.2876677056386
574,FDM51,OUT027,3122.258737536079
575,FDO45,OUT010,87.06129690251194
576,FDW33,OUT010,189.01659146831082
577,FDY24,OUT045,1001.2519689445916
578,FDB10,OUT010,965.0759141666168
579,FDM40,OUT035,2476.119205770946
580,NCI06,OUT017,3416.819514381224
581,FDW12,OUT019,423.58736137776725
582,FDX48,OUT027,4482.478599151599
583,NCW05,OUT027,3208.5233893507934
584,FDX27,OUT017,1766.406928012482
585,DRM37,OUT045,3436.6519769051915
586,FDA38,OUT045,4319.915324815609
587,FDR36,OUT046,772.8744370229596
588,FDZ45,OUT046,3512.2800151857323
589,FDG05,OUT017,2901.9381486019606
590,FDK28,OUT013,4676.207924179895
591,FDV47,OUT045,1537.7138864211515
592,FDN21,OUT045,2857.6710822078194
593,FDP20,OUT027,3638.63480388171
594,FDI35,OUT045,3435.2868879764446
595,DRY23,OUT013,782.5368289556678
596,FDA56,OUT017,2326.8012950013995
597,FDB09,OUT013,2293.9227421273044
598,NCO26,OUT027,3470.727555742345
599,FDQ49,OUT018,2618.94513914134
600,FDI52,OUT027,3598.4560397789796
601,FDZ44,OUT027,3491.312416013529
602,FDZ09,OUT018,2729.5384208869414
603,FDY03,OUT049,2166.6216335006375
604,NCG42,OUT017,2392.3074467494125
605,DRI13,OUT027,6110.703198287877
606,FDQ32,OUT013,2361.1891115484077
607,FDW16,OUT035,1685.9218097506032
608,FDU27,OUT046,887.7970720192806
609,FDR28,OUT010,528.0962001287667
610,FDQ49,OUT010,493.29770575852626
611,FDS37,OUT046,2142.8753835369885
612,FDW26,OUT018,3707.5595213045412
613,FDX12,OUT018,3937.3515066303084
614,NCP06,OUT013,2752.268460034482
615,FDW45,OUT010,417.71824261045407
616,NCN30,OUT049,1755.8074920980698
617,FDN24,OUT049,1000.4178184536385
618,NCL41,OUT027,1530.5294019936625
619,FDR02,OUT019,241.71155229912898
620,FDD09,OUT010,645.5828503077867
621,FDS33,OUT010,131.26365737577325
622,FDU22,OUT045,2169.083622289436
623,FDI53,OUT013,2918.566172636641
624,DRH01,OUT049,3168.674299176165
625,FDX32,OUT013,2488.610422983075
626,NCP30,OUT018,584.1043142510396
627,FDB60,OUT045,3473.609144353314
628,FDB14,OUT049,1703.5409575581812
629,NCP02,OUT035,1065.6673843831327
630,FDJ10,OUT017,2449.4457433501875
631,FDG34,OUT046,2004.3888234987223
632,NCB18,OUT017,1588.735626991309
633,FDM16,OUT049,1334.75282661427
634,FDW25,OUT018,1388.8832948026557
635,FDB35,OUT010,126.62481969754336
636,DRN11,OUT013,2471.0134965127672
637,FDF41,OUT019,938.7550442798758
638,FDH16,OUT045,1568.2502129918525
639,NCQ50,OUT018,3628.530203824299
640,DRH23,OUT018,884.62160411864
641,DRJ37,OUT013,2717.9785010246364
642,DRJ24,OUT027,5666.155122037229
643,FDY16,OUT035,3530.316020622878
644,FDQ27,OUT045,1884.8850537327505
645,FDZ33,OUT045,2717.323642671493
646,FDF29,OUT045,2300.340670533661
647,FDA08,OUT049,2921.654238545804
648,FDG31,OUT046,1230.7916447324378
649,FDE34,OUT019,813.5079504366362
650,NCR30,OUT027,2111.6379691245643
651,FDV33,OUT035,4779.418372917606
652,DRZ24,OUT018,2050.535126590391
653,NCL54,OUT035,3236.129631633711
654,FDR12,OUT049,3298.2251623636953
655,NCC54,OUT046,4264.005404354873
656,DRN59,OUT013,889.9511475031004
657,FDX50,OUT019,237.71157381330147
658,FDV31,OUT027,5399.85726492381
659,NCA29,OUT027,4893.435752263093
660,FDW60,OUT049,3248.404504786216
661,FDX08,OUT017,3532.7705444945514
662,DRD49,OUT013,4258.998281324011
663,FDD33,OUT046,4192.716624454611
664,FDW35,OUT013,776.7177428377948
665,FDJ36,OUT017,1914.7659284656906
666,FDV51,OUT035,3143.2668183877245
667,FDW36,OUT046,1868.4280719037856
668,FDH35,OUT046,2905.2863295116354
669,NCS30,OUT027,3632.642917181463
670,FDN49,OUT017,794.3764263653323
671,FDL08,OUT018,3939.5583282030207
672,FDI09,OUT013,4300.372743321722
673,FDP19,OUT018,2115.238057160959
674,FDU21,OUT010,-256.53196734368817
675,NCP41,OUT045,1852.3107574223282
676,FDY10,OUT013,2095.771027546877
677,FDP12,OUT018,568.1110616941327
678,NCN26,OUT049,2170.42778004808
