Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDN09,OUT046,3943.0554
NCM55,OUT027,5175.77
FDN23,OUT018,2213.0212
FDY31,OUT010,291.17264
FDW03,OUT010,448.15424
FDD14,OUT046,3088.0403
FDV23,OUT017,2100.848
DRI03,OUT045,2908.5193
FDN13,OUT035,1621.8455
FDF45,OUT027,1906.4358
FDU46,OUT035,1497.1803
FDB57,OUT049,3735.6401
FDV12,OUT049,1650.2738
FDQ58,OUT013,2495.1643
NCA18,OUT017,1907.8564
FDH52,OUT049,994.37476
FDM24,OUT018,2193.3289
NCP43,OUT027,4767.4854
NCO18,OUT019,318.62842
FDM32,OUT017,1493.5565
NCL07,OUT017,671.1674
FDK03,OUT013,4072.612
FDP59,OUT017,1501.9255
FDQ24,OUT049,4117.0454
FDQ16,OUT018,1378.631
FDU44,OUT013,2626.3315
FDH28,OUT010,-185.90778
FDV28,OUT019,-166.91628
FDM22,OUT045,841.44574
FDR56,OUT046,3160.2788
FDV39,OUT049,3153.6138
FDU37,OUT019,177.6192
FDQ11,OUT010,1273.0425
FDX02,OUT045,3664.554
NCS42,OUT018,1232.5042
FDY57,OUT027,2503.1978
FDB21,OUT049,3951.2913
FDE28,OUT017,3972.8982
FDQ55,OUT017,2017.6823
FDA48,OUT049,3776.9355
FDZ19,OUT045,2813.6418
NCC43,OUT045,3923.324
NCV18,OUT046,1341.726
NCA42,OUT018,2327.4307
FDY45,OUT046,4098.2124
NCC30,OUT045,2882.452
FDM57,OUT013,1350.3184
FDL09,OUT010,353.6844
FDB09,OUT027,3155.4963
FDT44,OUT035,1948.6749
NCT06,OUT027,4196.8423
FDX26,OUT049,3218.3943
FDK32,OUT013,2479.5151
DRA12,OUT046,2124.898
FDO46,OUT010,630.747
FDE52,OUT013,1377.6072
NCH42,OUT045,3796.7537
FDV08,OUT035,780.3245
FDB47,OUT018,3204.2126
FDC28,OUT010,480.9736
FDD22,OUT046,1866.8318
FDS07,OUT027,2996.3428
DRI13,OUT045,3505.2356
FDG32,OUT018,3365.208
FDU14,OUT017,4119.278
FDD28,OUT019,13.848571
NCP41,OUT017,1774.85
FDS08,OUT049,2856.919
FDX47,OUT045,2572.9626
FDC53,OUT019,452.44788
FDQ19,OUT035,4097.6636
FDL14,OUT045,2424.1287
FDM33,OUT019,547.7812
FDA51,OUT045,1875.3544
FDZ27,OUT018,544.8911
FDT04,OUT046,673.7754
DRC13,OUT049,2093.897
FDR16,OUT027,5344.772
FDQ03,OUT027,5719.7417
FDE38,OUT035,2780.8708
DRH23,OUT027,1820.9434
FDT11,OUT019,547.13794
FDD09,OUT035,3140.6028
FDR40,OUT045,1319.7693
FDX07,OUT017,3205.4578
FDR07,OUT035,1409.4412
FDA51,OUT017,1928.4292
FDT59,OUT019,671.8692
FDF20,OUT017,3212.226
FDR13,OUT045,1837.9222
FDY26,OUT049,3520.7495
FDW04,OUT017,2137.652
FDK52,OUT017,3905.8682
FDN60,OUT049,2666.8157
FDM09,OUT019,401.71472
FDP46,OUT049,1411.9894
FDB50,OUT019,177.399
NCQ29,OUT049,4110.49
FDP16,OUT027,5958.2754
FDX33,OUT018,2423.8665
FDP07,OUT010,1011.5104
FDN22,OUT046,3987.6235
FDF39,OUT049,4247.133
FDS21,OUT017,991.5606
NCM42,OUT013,1611.8086
FDK50,OUT019,353.5763
DRF13,OUT027,3804.545
FDH35,OUT018,2286.5837
FDP60,OUT018,1367.7754
DRJ49,OUT027,3328.6777
NCT42,OUT019,273.46606
FDE38,OUT049,2764.508
FDI04,OUT049,3199.1482
NCH54,OUT045,2532.2852
FDT56,OUT049,934.34906
DRD15,OUT018,3408.5107
FDV58,OUT013,2965.6492
FDP21,OUT049,3202.5764
FDH05,OUT013,3891.9297
FDR10,OUT027,4152.2695
NCP06,OUT045,2231.514
FDF33,OUT049,1712.5016
DRK37,OUT013,3127.8748
DRH49,OUT045,1293.95
FDT58,OUT013,2724.4487
FDD41,OUT018,1448.2184
FDP40,OUT018,1539.977
FDM51,OUT027,2597.7625
FDO45,OUT010,244.52676
FDW33,OUT010,432.61847
FDY24,OUT045,904.2701
FDB10,OUT010,616.94916
FDM40,OUT035,2188.5496
NCI06,OUT017,2986.7266
FDW12,OUT019,342.21237
FDX48,OUT027,3839.1907
NCW05,OUT027,2578.6606
FDX27,OUT017,1541.8943
DRM37,OUT045,3043.1914
FDA38,OUT045,3816.0366
FDR36,OUT046,659.23444
FDZ45,OUT046,3220.1702
FDG05,OUT017,2647.8032
FDK28,OUT013,4054.6758
FDV47,OUT045,1333.2244
FDN21,OUT045,2503.7373
FDP20,OUT027,3218.9465
FDI35,OUT045,3101.001
DRY23,OUT013,657.6417
FDA56,OUT017,2163.32
FDB09,OUT013,2041.9039
NCO26,OUT027,2968.1296
FDQ49,OUT018,2218.3074
FDI52,OUT027,3146.417
FDZ44,OUT027,3012.7688
FDZ09,OUT018,2481.4631
FDY03,OUT049,1915.059
NCG42,OUT017,2096.0713
DRI13,OUT027,5535.1143
FDQ32,OUT013,2076.744
FDW16,OUT035,1508.5645
FDU27,OUT046,758.1469
FDR28,OUT010,367.70737
FDQ49,OUT010,349.2298
FDS37,OUT046,1890.4368
FDW26,OUT018,3179.9644
FDX12,OUT018,3504.7996
NCP06,OUT013,2467.0205
FDW45,OUT010,338.32303
NCN30,OUT049,1617.1929
FDN24,OUT049,841.64026
NCL41,OUT027,1377.374
FDR02,OUT019,481.12222
FDD09,OUT010,504.41428
FDS33,OUT010,257.35608
FDU22,OUT045,1847.5145
FDI53,OUT013,2613.692
DRH01,OUT049,2941.1257
FDX32,OUT013,2148.63
NCP30,OUT018,407.48752
FDB60,OUT045,3064.388
FDB14,OUT049,1487.8429
NCP02,OUT035,949.9751
FDJ10,OUT017,2161.8528
FDG34,OUT046,1791.2603
NCB18,OUT017,1358.3711
FDM16,OUT049,1195.0531
FDW25,OUT018,1109.5814
FDB35,OUT010,323.50742
DRN11,OUT013,2110.816
FDF41,OUT019,537.43036
FDH16,OUT045,1335.1693
NCQ50,OUT018,3134.5012
DRH23,OUT018,684.7786
DRJ37,OUT013,2451.9307
DRJ24,OUT027,5145.8374
FDY16,OUT035,3149.0432
FDQ27,OUT045,1630.034
FDZ33,OUT045,2411.156
FDF29,OUT045,2116.4126
FDA08,OUT049,2619.1497
FDG31,OUT046,1073.9712
FDE34,OUT019,1019.71875
NCR30,OUT027,2058.1235
FDV33,OUT035,4290.673
DRZ24,OUT018,1770.8118
NCL54,OUT035,2940.1504
FDR12,OUT049,2949.7866
NCC54,OUT046,3903.5198
DRN59,OUT013,748.1103
FDX50,OUT019,493.3597
FDV31,OUT027,4667.3994
NCA29,OUT027,4559.8745
FDW60,OUT049,2940.2014
FDX08,OUT017,3238.6477
DRD49,OUT013,3892.3118
FDD33,OUT046,3880.6343
FDW35,OUT013,648.93134
FDJ36,OUT017,1708.9146
FDV51,OUT035,2881.8435
FDW36,OUT046,1644.8486
FDH35,OUT046,2597.6594
NCS30,OUT027,3182.0347
FDN49,OUT017,713.89355
FDL08,OUT018,3463.643
FDI09,OUT013,3938.8628
FDP19,OUT018,1888.046
FDU21,OUT010,-230.19775
NCP41,OUT045,1618.6821
FDY10,OUT013,1880.9523
FDP12,OUT018,406.13504
NCN26,OUT049,1944.2081
FDK44,OUT013,2898.2563
FDC28,OUT049,1675.3715
FDJ41,OUT027,5994.7524
NCT29,OUT035,2106.3245
NCH42,OUT019,617.8879
FDU60,OUT018,2429.6213
FDS02,OUT045,3097.6526
FDC51,OUT046,2061.2852
FDU03,OUT013,3088.7522
FDX39,OUT045,3489.4802
NCY05,OUT010,-206.8672
NCL06,OUT027,6190.0913
FDD32,OUT035,1407.8042
NCN41,OUT045,1987.6526
NCX53,OUT049,2141.166
FDU57,OUT019,346.27225
FDQ23,OUT046,1646.5824
FDQ52,OUT045,3956.5857
FDC14,OUT045,610.70105
FDY09,OUT035,3019.6533
FDQ28,OUT045,2408.4868
FDV25,OUT046,3688.384
FDJ07,OUT035,2021.4938
DRB25,OUT049,1689.1027
FDK52,OUT019,502.71344
FDY52,OUT027,1411.9801
FDB28,OUT046,3132.4749
FDT36,OUT035,720.98047
FDV25,OUT017,3732.34
NCN07,OUT027,3298.6733
FDC57,OUT017,3130.9868
FDQ03,OUT018,3655.2095
FDU23,OUT017,2819.8225
NCX41,OUT035,3607.355
NCD06,OUT035,851.4886
FDW08,OUT045,1645.4613
NCU29,OUT017,2501.906
NCE06,OUT013,2541.3303
FDV52,OUT010,459.22247
FDB02,OUT017,2949.052
NCR18,OUT045,649.8357
FDK16,OUT049,1555.4086
NCQ29,OUT010,699.5016
FDZ01,OUT019,459.41653
FDW27,OUT035,2624.13
FDD17,OUT018,3529.8987
FDW39,OUT013,2908.0474
DRH59,OUT045,1092.0173
FDS52,OUT013,1650.0835
FDU40,OUT027,4985.797
NCF54,OUT013,2885.9246
FDH46,OUT045,1617.7954
NCP14,OUT049,1707.2367
FDH50,OUT049,3208.6465
DRF15,OUT010,315.85556
FDV27,OUT027,1882.5853
NCJ06,OUT049,1981.095
FDN02,OUT018,3220.7212
FDQ51,OUT049,778.81256
FDQ07,OUT017,3805.4194
FDS45,OUT049,1691.9564
NCJ06,OUT045,1960.2799
FDD36,OUT035,2063.4656
FDY25,OUT045,3097.8186
FDU52,OUT046,2451.7112
DRK47,OUT017,3899.391
NCL30,OUT017,2104.5828
FDN22,OUT035,4059.5747
NCF30,OUT027,3227.5442
FDK03,OUT035,4163.213
FDT45,OUT017,944.6075
NCC54,OUT027,5992.842
FDP08,OUT018,2877.682
FDU44,OUT046,2626.3315
DRG39,OUT035,869.7601
FDU32,OUT049,2086.5242
FDY27,OUT049,2968.5046
NCP54,OUT013,2073.937
NCZ41,OUT049,2075.1038
DRL49,OUT013,2149.635
FDI05,OUT018,1116.3204
FDY56,OUT045,3781.8699
DRC13,OUT013,2061.665
NCV29,OUT017,3013.2532
FDR24,OUT049,1458.899
FDZ34,OUT018,2865.2896
FDP37,OUT035,2150.1526
FDX08,OUT027,4837.2886
FDS57,OUT045,2083.993
NCG18,OUT049,1729.1455
FDK25,OUT018,2550.837
FDH53,OUT049,1246.236
DRI59,OUT018,3347.5325
FDA52,OUT046,2891.0745
FDT20,OUT010,-211.72629
FDE36,OUT019,471.40744
FDI24,OUT017,2920.6626
FDB28,OUT018,3017.8435
FDV11,OUT017,2930.251
FDP01,OUT046,2533.2695
FDD34,OUT027,4161.307
FDJ50,OUT027,1774.5211
FDZ44,OUT013,1905.7627
DRO59,OUT035,1201.7329
DRB48,OUT045,612.071
FDR21,OUT018,2560.8938
NCE42,OUT010,949.0357
FDO23,OUT046,1506.1348
NCE30,OUT018,3206.2922
FDQ22,OUT035,776.98663
FDY01,OUT045,1846.6422
FDS08,OUT017,2908.2034
FDG28,OUT018,3469.8972
FDQ51,OUT018,534.849
FDB05,OUT017,4063.7751
FDO56,OUT049,1899.6089
FDE02,OUT018,1316.9893
FDN45,OUT017,3744.121
FDS09,OUT013,795.2999
NCA54,OUT018,2715.9297
FDP09,OUT010,519.5601
FDC53,OUT045,1533.2686
NCM55,OUT017,3190.0066
FDL09,OUT018,2478.4739
FDA11,OUT019,349.82892
FDA50,OUT045,1495.1785
FDC23,OUT017,3025.2788
FDE22,OUT049,2659.6616
FDD23,OUT046,3153.4766
NCA29,OUT049,2954.2883
FDK38,OUT046,2458.5742
DRC13,OUT046,2061.665
NCP43,OUT049,3024.4275
FDX28,OUT049,1606.878
FDF08,OUT049,1446.4164
FDZ33,OUT046,2455.58
FDD10,OUT049,2864.148
FDO58,OUT017,2612.6975
FDI50,OUT017,3933.328
FDO58,OUT045,2573.8154
FDX08,OUT013,3032.1987
NCK17,OUT010,-230.51463
FDF39,OUT035,4326.6655
FDU45,OUT010,480.33533
NCJ18,OUT018,1683.2589
DRC27,OUT019,628.88635
DRC25,OUT035,1349.9816
FDU59,OUT035,2588.5945
FDU28,OUT035,3170.329
NCP30,OUT046,652.0789
FDB39,OUT018,629.4268
FDE41,OUT013,1386.8481
DRH11,OUT010,-41.582317
FDA58,OUT045,3802.9146
FDU50,OUT046,1834.6682
FDM34,OUT013,2032.4463
FDM44,OUT027,2639.7173
FDR39,OUT045,2832.9272
FDM25,OUT045,2799.2676
FDQ49,OUT049,2423.6765
DRH25,OUT018,486.42322
FDM09,OUT027,4598.659
FDL44,OUT019,387.7653
NCR42,OUT018,338.56143
DRL59,OUT046,815.3947
FDX43,OUT013,2659.5605
DRK47,OUT010,601.4535
FDU48,OUT018,1782.5986
FDY12,OUT045,776.26373
NCN43,OUT018,1764.0785
NCM55,OUT018,2871.6157
FDQ21,OUT027,3069.2483
FDX13,OUT035,4167.2334
NCK30,OUT027,6086.0176
FDG20,OUT049,2936.6875
DRG27,OUT017,682.2947
FDY14,OUT018,3900.4363
FDP59,OUT035,1534.7229
FDU60,OUT017,2765.4575
NCC18,OUT019,387.74326
DRJ39,OUT017,3571.8823
FDS07,OUT049,1913.7589
FDM08,OUT027,5764.5596
FDP51,OUT045,1953.7267
FDU16,OUT035,1426.8468
FDH12,OUT013,1665.1792
DRE48,OUT010,579.48474
NCL42,OUT027,5991.212
FDR21,OUT045,2786.2192
NCW29,OUT035,2231.9436
FDO11,OUT013,4090.3843
NCM31,OUT049,2149.4243
FDV35,OUT019,323.4428
FDF58,OUT017,1062.0585
NCE43,OUT049,2816.6262
FDA02,OUT035,2622.9236
DRL37,OUT010,-223.91689
FDR24,OUT018,1231.6282
FDW59,OUT049,1414.4752
FDS22,OUT049,732.7415
FDW24,OUT017,820.57916
FDU24,OUT035,1601.2772
FDA21,OUT027,5219.4956
FDH58,OUT027,3028.3628
FDW36,OUT018,1389.0583
FDI45,OUT027,4614.207
FDU01,OUT018,2830.0847
FDF35,OUT027,2639.2915
