Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB53,OUT046,2467.584618
DRP47,OUT019,656.5385405
FDA14,OUT013,2455.701424
DRC24,OUT035,2560.715767
FDW21,OUT018,1404.272629
NCH29,OUT046,1543.378523
FDU58,OUT013,3132.032242
FDY27,OUT017,2939.341732
FDV56,OUT035,1729.284312
FDT59,OUT046,3851.090933
FDB23,OUT046,3571.79224
FDR49,OUT045,761.3191576
FDB03,OUT010,631.2259082
FDN39,OUT045,2648.893155
FDX02,OUT027,5684.846251
FDQ16,OUT027,2718.277349
FDU35,OUT018,1446.508328
NCT29,OUT013,2036.804638
FDZ27,OUT046,781.5264287
FDN57,OUT017,2092.01402
FDA03,OUT018,2236.363762
FDZ36,OUT045,3090.293967
NCU05,OUT013,1311.621938
FDT39,OUT018,2233.741119
FDK60,OUT017,1550.559238
FDZ25,OUT017,2776.461136
FDG12,OUT046,2050.798484
DRB01,OUT019,520.6527937
NCC43,OUT027,5975.526459
FDX13,OUT019,648.5841776
FDM22,OUT049,864.9434384
FDJ03,OUT027,1404.620849
FDU14,OUT018,3668.485148
FDB33,OUT010,423.4644577
FDP27,OUT046,3148.554591
FDO38,OUT010,205.4332923
FDE28,OUT027,6282.468848
FDO27,OUT035,1555.227966
DRL23,OUT027,2707.449401
FDS28,OUT046,920.103007
FDX24,OUT013,1481.088967
FDZ02,OUT035,1563.878488
FDL46,OUT045,1776.464809
FDS60,OUT027,4748.471856
NCO06,OUT017,651.5025566
FDO16,OUT035,1426.855754
FDC60,OUT049,1412.279863
FDA48,OUT018,3339.500422
FDZ36,OUT027,5039.753054
FDK27,OUT045,2025.180051
FDW23,OUT018,519.0627909
FDM14,OUT018,1608.024896
FDM14,OUT013,1669.788613
FDW60,OUT018,2733.443173
FDE21,OUT013,1910.919057
NCM42,OUT035,1718.757417
FDY59,OUT010,278.3815558
DRI49,OUT049,1320.64854
FDT28,OUT019,361.7349651
FDQ22,OUT018,513.9282306
FDR60,OUT049,1307.736457
FDC50,OUT019,287.5732185
FDV24,OUT013,2419.49425
DRF48,OUT010,688.2800091
FDQ47,OUT046,662.4450026
DRN36,OUT049,1556.008037
NCY06,OUT035,2097.003405
FDE52,OUT035,1450.697841
NCB54,OUT045,2023.618393
NCF31,OUT035,2501.650045
FDJ08,OUT027,5142.322522
NCC07,OUT017,1677.079752
NCD19,OUT027,1616.740282
FDL46,OUT049,1904.500588
FDM20,OUT045,4072.189367
NCI06,OUT010,475.5292683
DRM11,OUT035,4315.652259
NCH07,OUT018,2414.642176
FDS23,OUT013,2074.745976
FDO49,OUT018,640.2665309
FDS35,OUT049,1065.244226
DRK39,OUT045,1329.72014
DRI39,OUT049,909.7998744
FDV04,OUT017,2604.172494
NCN14,OUT035,3099.107113
FDH08,OUT013,3889.598673
FDS20,OUT046,3161.178613
FDV40,OUT049,1177.856865
FDZ48,OUT010,327.1503613
FDS24,OUT027,2392.79754
FDK44,OUT049,2887.977265
FDS48,OUT045,2474.664454
FDK26,OUT010,541.223711
FDD23,OUT045,3068.718783
NCH54,OUT017,2639.828737
NCP14,OUT010,304.0825073
FDM60,OUT010,43.72176254
FDV24,OUT017,2453.517958
FDH08,OUT018,3437.995661
FDS12,OUT027,3245.179749
FDR39,OUT027,4828.86376
FDP12,OUT027,1114.843991
DRF60,OUT027,5961.418358
FDC09,OUT035,1727.963851
FDF50,OUT018,2965.950382
FDG28,OUT035,4008.546001
NCE19,OUT017,911.8285421
NCM53,OUT010,315.2786699
NCN18,OUT049,1798.543666
FDF32,OUT035,3201.459506
FDF11,OUT013,3963.445034
DRI59,OUT049,3814.498635
NCG54,OUT035,2774.518189
FDM44,OUT046,1667.312889
FDT57,OUT018,3521.098695
FDV24,OUT046,2429.934996
FDI50,OUT019,618.4869359
FDS09,OUT035,814.2262805
NCC31,OUT027,3823.207596
FDQ07,OUT019,642.3455945
FDC22,OUT017,3173.917258
FDZ56,OUT046,2762.863952
FDZ40,OUT019,154.5162702
FDS46,OUT027,2963.763956
DRD24,OUT045,2107.999695
FDV45,OUT017,3164.222571
FDL26,OUT045,2448.935755
FDA56,OUT018,1857.711332
FDN27,OUT046,1843.92864
FDM20,OUT049,4078.511527
FDO16,OUT017,1412.024367
FDL03,OUT035,3168.964152
FDE58,OUT046,1899.395642
FDI02,OUT027,3034.126109
NCC55,OUT019,39.531405
FDR03,OUT018,3167.815904
FDB14,OUT017,1513.655375
FDR45,OUT013,3948.662742
NCN07,OUT017,2098.771266
FDM51,OUT019,308.4310279
FDT52,OUT027,5987.870201
FDL26,OUT046,2467.621802
NCZ42,OUT046,3892.648849
DRI47,OUT019,393.6561118
FDW40,OUT013,2129.955379
FDN34,OUT046,2753.254078
FDS01,OUT035,2995.823664
NCG55,OUT045,1888.072465
FDC11,OUT035,1384.306216
FDX35,OUT018,3404.43336
NCB06,OUT046,2592.543989
FDR09,OUT019,654.5963482
FDC53,OUT017,1579.567409
FDY45,OUT013,4169.792547
FDA22,OUT010,369.5793757
FDE02,OUT035,1556.362508
FDW21,OUT045,1636.223251
FDV34,OUT046,1163.513165
FDS59,OUT049,1686.680886
NCW17,OUT017,2117.485771
NCK54,OUT046,1903.554639
FDG17,OUT019,609.6293296
FDG35,OUT017,2825.98392
FDD08,OUT010,25.41833362
NCO07,OUT017,3649.736972
FDJ10,OUT010,337.9189769
FDW36,OUT017,1680.649071
FDW21,OUT010,310.0314392
FDY19,OUT017,1925.945429
DRE03,OUT013,787.8213108
NCC55,OUT049,690.3582863
FDH52,OUT010,171.4264606
FDO09,OUT017,4131.818926
FDU43,OUT045,3859.706249
FDX09,OUT010,429.2816335
FDH40,OUT019,232.9789591
FDW58,OUT017,1675.696166
FDC47,OUT017,3840.153077
NCR41,OUT035,1573.550633
DRG49,OUT035,3990.674926
FDC52,OUT027,3861.523218
FDY13,OUT046,1171.465698
FDY35,OUT013,701.681836
FDI35,OUT017,3193.183512
NCU18,OUT049,2164.577509
FDY33,OUT018,2422.070632
FDC15,OUT027,4089.293279
FDU01,OUT049,3015.402766
NCU42,OUT046,2766.969991
NCV29,OUT018,2689.580396
NCY30,OUT017,3156.301826
FDQ46,OUT049,1832.924141
FDG58,OUT027,3876.751961
FDK33,OUT017,3619.644788
NCD07,OUT045,1838.593569
NCX29,OUT027,3849.211701
NCT42,OUT013,2437.206248
DRN59,OUT035,791.200884
FDI44,OUT035,1313.333082
FDA45,OUT049,2735.476936
FDP31,OUT045,907.7949798
FDY01,OUT046,1892.918367
FDT09,OUT018,1896.143472
DRH03,OUT027,2603.783105
FDA36,OUT018,2725.009787
NCF31,OUT017,2470.061644
FDG14,OUT049,2484.814642
FDG28,OUT027,5971.925237
FDU14,OUT049,4113.304997
FDY47,OUT019,333.6628517
FDI56,OUT049,1423.512386
DRD01,OUT013,933.6282236
FDM22,OUT046,916.1466335
FDH33,OUT013,698.4961699
DRZ24,OUT013,2070.397736
NCQ38,OUT046,1663.081186
FDO16,OUT027,2264.06275
FDU07,OUT027,3857.307367
NCB07,OUT013,3073.247666
FDU48,OUT045,2036.628486
NCM43,OUT045,2625.847707
FDR31,OUT010,347.5926578
DRK49,OUT018,515.0502722
NCI30,OUT010,589.4079432
DRD60,OUT017,3023.908076
NCG19,OUT046,3820.112203
FDH12,OUT035,1695.27802
FDM32,OUT035,1546.470421
FDM27,OUT035,2511.555508
NCU53,OUT027,4074.047631
NCQ18,OUT046,1586.926223
FDS10,OUT013,2872.077201
FDB33,OUT027,4090.242081
FDI12,OUT013,1380.871263
NCW42,OUT013,3700.397025
NCC06,OUT018,1855.046275
FDW02,OUT017,2097.098469
NCD43,OUT017,1709.970787
FDM57,OUT018,1206.772991
FDA58,OUT017,3882.004833
FDK56,OUT046,3142.66537
FDP52,OUT045,3783.020979
FDW20,OUT018,1850.581905
FDS52,OUT049,1664.794781
NCT29,OUT018,1789.530844
NCL54,OUT013,2842.00011
FDC05,OUT045,3076.285488
FDF34,OUT035,3097.081922
FDP03,OUT027,3088.787937
FDD32,OUT010,235.9977865
FDZ10,OUT045,2038.205447
FDZ40,OUT035,923.6481466
FDD51,OUT018,538.6001491
NCY30,OUT019,478.1192616
FDP58,OUT017,3579.454957
FDV49,OUT017,4178.331766
FDY24,OUT019,133.9381441
NCO55,OUT017,1689.911537
FDR13,OUT017,1936.305771
FDS51,OUT017,992.881155
FDP26,OUT045,1655.277778
NCB54,OUT027,3259.785693
FDF32,OUT017,3164.08886
FDN31,OUT018,2877.474758
DRM48,OUT017,663.6400314
FDN20,OUT049,2749.595955
DRL01,OUT046,3772.406606
FDV56,OUT049,1680.146893
DRH13,OUT027,2729.970359
FDA03,OUT017,2485.646354
FDF47,OUT027,5707.243248
FDX32,OUT046,2474.435577
FDX57,OUT049,1554.691746
NCA30,OUT045,3047.655787
FDO49,OUT013,799.590304
FDL04,OUT019,309.2033886
DRM48,OUT035,669.4690535
FDR16,OUT013,3502.413926
NCC19,OUT018,2916.382339
NCE42,OUT045,3738.675847
FDY24,OUT017,909.1705211
FDH19,OUT049,2852.38118
FDJ46,OUT013,2863.982908
FDN45,OUT010,566.9616748
FDY08,OUT035,2110.29431
FDZ37,OUT035,1424.765885
NCT30,OUT045,762.5725916
DRY23,OUT018,542.4195894
NCZ30,OUT018,1840.007348
FDC44,OUT018,1703.700182
FDB45,OUT035,1666.569184
FDY04,OUT013,2553.048775
FDM27,OUT046,2595.598885
FDZ43,OUT017,3945.975925
FDT39,OUT019,388.8998359
NCC06,OUT019,321.6971469
FDL15,OUT027,3880.417049
FDL57,OUT017,4126.237105
FDU08,OUT046,1530.985475
FDK40,OUT017,4276.041546
FDQ12,OUT010,633.5941933
FDS48,OUT017,2493.860908
FDP09,OUT045,3497.116323
FDW21,OUT049,1586.507927
FDY25,OUT035,3041.122633
DRE13,OUT017,1388.882371
FDV43,OUT019,44.4181443
FDD22,OUT045,1794.340874
FDM46,OUT019,287.7032608
NCO30,OUT010,524.7675988
FDM25,OUT046,2869.610287
NCN41,OUT049,2066.819798
FDU24,OUT045,1500.37153
FDZ50,OUT046,3157.498293
FDP45,OUT013,4073.078643
NCM54,OUT045,2029.389721
FDW10,OUT019,374.6715921
FDP20,OUT017,2084.860993
FDK32,OUT046,2473.188795
FDN52,OUT049,1377.243659
FDM58,OUT045,1773.937966
FDZ46,OUT027,2959.040092
NCA18,OUT018,1683.890641
FDD35,OUT046,2075.50751
NCK31,OUT035,838.9122203
FDI40,OUT027,2731.767751
FDT50,OUT019,290.9532557
NCT06,OUT046,2635.220783
FDT31,OUT035,3084.835795
FDT45,OUT049,869.6601919
FDT13,OUT045,3112.146575
FDO50,OUT045,1392.549163
NCU18,OUT010,333.4780275
NCR54,OUT049,3157.647373
NCO18,OUT018,2683.218623
FDU09,OUT045,865.5879192
FDT13,OUT018,2895.617596
FDE09,OUT046,1844.108625
NCK53,OUT019,312.930704
FDG45,OUT049,3577.400938
DRH15,OUT035,724.9207224
FDO21,OUT019,633.0408767
FDD14,OUT027,5143.70694
FDC09,OUT046,1670.070129
FDH45,OUT027,1171.647381
FDV32,OUT046,1080.004022
FDG12,OUT035,1974.041929
FDS32,OUT013,2088.104829
NCL55,OUT018,3633.256072
DRE01,OUT035,3925.372587
DRE15,OUT049,1297.779389
NCL42,OUT045,3801.286993
FDP31,OUT013,1036.055385
FDN33,OUT018,1363.303181
FDZ59,OUT046,2611.201933
FDE45,OUT010,439.6911692
FDJ07,OUT013,1923.012633
FDQ45,OUT018,2807.483115
FDM33,OUT027,5564.650466
FDO15,OUT010,177.3584422
FDM46,OUT013,1515.451024
FDR03,OUT045,3397.164152
FDY49,OUT018,2532.876117
FDQ60,OUT045,1866.919751
FDW10,OUT049,2804.849958
FDO51,OUT049,699.6837877
FDJ40,OUT018,1490.949057
FDS20,OUT018,2914.890696
FDU45,OUT013,1867.072859
FDV02,OUT035,2787.577874
FDN09,OUT046,3936.692713
NCM55,OUT027,5133.339565
FDN23,OUT018,2251.199118
FDY31,OUT010,339.2204034
FDW03,OUT010,316.4388371
FDD14,OUT046,3117.938804
FDV23,OUT017,2075.406243
DRI03,OUT045,2866.589306
FDN13,OUT035,1606.692732
FDF45,OUT027,1670.629235
FDU46,OUT035,1423.678962
FDB57,OUT049,3747.532006
FDV12,OUT049,1609.202099
FDQ58,OUT013,2461.462294
NCA18,OUT017,1910.837136
FDH52,OUT049,985.3901277
FDM24,OUT018,2246.639555
NCP43,OUT027,4841.663561
NCO18,OUT019,380.3927741
FDM32,OUT017,1430.20032
NCL07,OUT017,653.2301679
FDK03,OUT013,4091.478611
FDP59,OUT017,1614.215494
FDQ24,OUT049,4071.139913
FDQ16,OUT018,1477.344353
FDU44,OUT013,2583.970785
FDH28,OUT010,47.95867728
FDV28,OUT019,43.33526323
FDM22,OUT045,869.9659685
FDR56,OUT046,3129.848125
FDV39,OUT049,3077.261984
FDU37,OUT019,206.2596692
FDQ11,OUT010,901.4024461
FDX02,OUT045,3692.420321
NCS42,OUT018,1334.606129
FDY57,OUT027,2616.493582
FDB21,OUT049,3886.185642
FDE28,OUT017,3904.103765
FDQ55,OUT017,1959.150681
FDA48,OUT049,3715.002548
FDZ19,OUT045,2827.052825
NCC43,OUT045,3920.098098
NCV18,OUT046,1394.250468
NCA42,OUT018,2388.186486
FDY45,OUT046,4099.710053
NCC30,OUT045,2888.732485
FDM57,OUT013,1379.856488
FDL09,OUT010,383.4100952
FDB09,OUT027,3155.44954
FDT44,OUT035,1924.70926
NCT06,OUT027,4167.858388
FDX26,OUT049,3205.072897
FDK32,OUT013,2467.858221
DRA12,OUT046,2153.724751
FDO46,OUT010,547.2818251
FDE52,OUT013,1371.345509
NCH42,OUT045,3830.57932
FDV08,OUT035,721.7387149
FDB47,OUT018,3230.39066
FDC28,OUT010,326.9283816
FDD22,OUT046,1892.814616
FDS07,OUT027,3009.791273
DRI13,OUT045,3520.398883
FDG32,OUT018,3460.009743
FDU14,OUT017,4134.813746
FDD28,OUT019,152.3626938
NCP41,OUT017,1716.861579
FDS08,OUT049,2870.34828
FDX47,OUT045,2559.582779
FDC53,OUT019,311.6352777
FDQ19,OUT035,4052.707317
FDL14,OUT045,2440.650372
FDM33,OUT019,595.306445
FDA51,OUT045,1884.284843
FDZ27,OUT018,633.3292253
FDT04,OUT046,681.0501654
DRC13,OUT049,2049.080511
FDR16,OUT027,5446.18171
FDQ03,OUT027,5941.878226
FDE38,OUT035,2758.274756
DRH23,OUT027,1631.059691
FDT11,OUT019,537.4074566
FDD09,OUT035,3032.244577
FDR40,OUT045,1349.354777
FDX07,OUT017,3172.133643
FDR07,OUT035,1501.296574
FDA51,OUT017,1910.716194
FDT59,OUT019,653.7077525
FDF20,OUT017,3169.935572
FDR13,OUT045,1881.680508
FDY26,OUT049,3594.976244
FDW04,OUT017,2102.929168
FDK52,OUT017,3889.39769
FDN60,OUT049,2608.547773
FDM09,OUT019,475.672615
FDP46,OUT049,1386.940596
FDB50,OUT019,211.6479556
NCQ29,OUT049,4003.516973
FDP16,OUT027,5980.579642
FDX33,OUT018,2434.287226
FDP07,OUT010,678.1444079
FDN22,OUT046,3964.638811
FDF39,OUT049,4163.671033
FDS21,OUT017,993.5065358
NCM42,OUT013,1654.628409
FDK50,OUT019,393.4776897
DRF13,OUT027,3864.170536
FDH35,OUT018,2383.678247
FDP60,OUT018,1401.56363
DRJ49,OUT027,3277.615037
NCT42,OUT019,342.5668208
FDE38,OUT049,2731.50148
FDI04,OUT049,3161.725361
NCH54,OUT045,2573.344601
FDT56,OUT049,928.5282765
DRD15,OUT018,3413.898803
FDV58,OUT013,2985.910172
FDP21,OUT049,3183.958345
FDH05,OUT013,3822.243371
FDR10,OUT027,4143.234615
NCP06,OUT045,2381.572409
FDF33,OUT049,1685.719365
DRK37,OUT013,3163.796325
DRH49,OUT045,1328.397807
FDT58,OUT013,2698.848457
FDD41,OUT018,1506.282124
FDP40,OUT018,1620.935087
FDM51,OUT027,2706.443829
FDO45,OUT010,232.8384189
FDW33,OUT010,305.3778813
FDY24,OUT045,897.7151428
FDB10,OUT010,603.2565228
FDM40,OUT035,2157.461398
NCI06,OUT017,3001.058327
FDW12,OUT019,349.7051897
FDX48,OUT027,3901.342845
NCW05,OUT027,2710.263424
FDX27,OUT017,1537.307387
DRM37,OUT045,3070.415216
FDA38,OUT045,3875.9438
FDR36,OUT046,676.4394083
FDZ45,OUT046,3164.167567
FDG05,OUT017,2608.661311
FDK28,OUT013,4140.55732
FDV47,OUT045,1355.3115
FDN21,OUT045,2556.572138
FDP20,OUT027,3188.503536
FDI35,OUT045,3104.299691
DRY23,OUT013,695.6396174
FDA56,OUT017,2104.323036
FDB09,OUT013,2027.746502
NCO26,OUT027,2953.864729
FDQ49,OUT018,2329.629149
FDI52,OUT027,3154.717811
FDZ44,OUT027,2970.512362
FDZ09,OUT018,2442.703882
FDY03,OUT049,1913.720294
NCG42,OUT017,2105.891361
DRI13,OUT027,5591.783909
FDQ32,OUT013,2064.197571
FDW16,OUT035,1449.758567
FDU27,OUT046,783.4094889
FDR28,OUT010,395.9127503
FDQ49,OUT010,374.5733041
FDS37,OUT046,1910.035847
FDW26,OUT018,3257.690727
FDX12,OUT018,3509.533117
NCP06,OUT013,2459.126866
FDW45,OUT010,355.6712256
NCN30,OUT049,1545.508583
FDN24,OUT049,861.0741442
NCL41,OUT027,1111.719875
FDR02,OUT019,337.1842564
FDD09,OUT010,499.0739643
FDS33,OUT010,256.2372754
FDU22,OUT045,1946.030087
FDI53,OUT013,2585.696708
DRH01,OUT049,2874.447281
FDX32,OUT013,2146.114928
NCP30,OUT018,510.9995768
FDB60,OUT045,3081.70448
FDB14,OUT049,1494.304579
NCP02,OUT035,922.1333737
FDJ10,OUT017,2107.759789
FDG34,OUT046,1795.802334
NCB18,OUT017,1381.139008
FDM16,OUT049,1159.635441
FDW25,OUT018,1225.803744
FDB35,OUT010,265.870928
DRN11,OUT013,2143.321336
FDF41,OUT019,467.8004349
FDH16,OUT045,1350.905932
NCQ50,OUT018,3208.498583
DRH23,OUT018,780.8335606
DRJ37,OUT013,2447.664967
DRJ24,OUT027,5126.082203
FDY16,OUT035,3155.472074
FDQ27,OUT045,1657.215693
FDZ33,OUT045,2437.268783
FDF29,OUT045,2100.931015
FDA08,OUT049,2610.565387
FDG31,OUT046,1074.927993
FDE34,OUT019,690.9785987
NCR30,OUT027,1854.721409
FDV33,OUT035,4219.719718
DRZ24,OUT018,1818.297608
NCL54,OUT035,2884.986513
FDR12,OUT049,2913.933935
NCC54,OUT046,3826.867296
DRN59,OUT013,784.9635326
FDX50,OUT019,332.6965954
FDV31,OUT027,4737.559392
NCA29,OUT027,4541.698699
FDW60,OUT049,2918.306371
FDX08,OUT017,3194.280319
DRD49,OUT013,3861.941355
FDD33,OUT046,3804.488701
FDW35,OUT013,691.2541605
FDJ36,OUT017,1684.317009
FDV51,OUT035,2811.602542
FDW36,OUT046,1668.258799
FDH35,OUT046,2591.998575
NCS30,OUT027,3161.828499
FDN49,OUT017,684.481613
FDL08,OUT018,3503.859496
FDI09,OUT013,3875.202186
FDP19,OUT018,1907.752198
FDU21,OUT010,22.58851178
NCP41,OUT045,1646.784393
FDY10,OUT013,1857.916951
FDP12,OUT018,495.3760492
NCN26,OUT049,1931.621462
FDK44,OUT013,2857.868847
FDC28,OUT049,1669.884327
FDJ41,OUT027,6127.65083
NCT29,OUT035,2070.577161
NCH42,OUT019,614.5520966
FDU60,OUT018,2498.434658
FDS02,OUT045,3116.919313
FDC51,OUT046,2063.493872
FDU03,OUT013,3107.166417
FDX39,OUT045,3547.042057
NCY05,OUT010,32.42309986
NCL06,OUT027,6141.835763
FDD32,OUT035,1327.269473
NCN41,OUT045,2005.788801
NCX53,OUT049,2167.869234
FDU57,OUT019,363.2164515
FDQ23,OUT046,1667.569215
FDQ52,OUT045,3996.153392
FDC14,OUT045,649.4603177
FDY09,OUT035,2960.523455
FDQ28,OUT045,2448.76679
FDV25,OUT046,3726.248979
FDJ07,OUT035,1973.145481
DRB25,OUT049,1682.173736
FDK52,OUT019,573.7789621
FDY52,OUT027,1594.589766
FDB28,OUT046,3107.330037
FDT36,OUT035,671.1323374
FDV25,OUT017,3780.007133
NCN07,OUT027,3254.535147
FDC57,OUT017,3129.778719
FDQ03,OUT018,3539.097896
FDU23,OUT017,2788.755812
NCX41,OUT035,3659.272226
NCD06,OUT035,809.3745684
FDW08,OUT045,1651.962876
NCU29,OUT017,2489.788057
NCE06,OUT013,2554.199719
FDV52,OUT010,321.0194115
FDB02,OUT017,2921.606096
NCR18,OUT045,659.7935348
FDK16,OUT049,1533.850272
NCQ29,OUT010,653.8688465
FDZ01,OUT019,314.7892541
FDW27,OUT035,2595.041912
FDD17,OUT018,3472.064173
FDW39,OUT013,2866.271696
DRH59,OUT045,1108.089593
FDS52,OUT013,1666.447046
FDU40,OUT027,5499.66755
NCF54,OUT013,2844.847457
FDH46,OUT045,1645.412197
NCP14,OUT049,1679.483207
FDH50,OUT049,3172.170076
DRF15,OUT010,351.6162245
FDV27,OUT027,2242.154543
NCJ06,OUT049,2017.647478
FDN02,OUT018,3198.525856
FDQ51,OUT049,789.9571723
FDQ07,OUT017,3749.099781
FDS45,OUT049,1707.998379
NCJ06,OUT045,2001.868857
FDD36,OUT035,1984.964848
FDY25,OUT045,3079.601446
FDU52,OUT046,2452.647147
DRK47,OUT017,3897.958993
NCL30,OUT017,2091.043987
FDN22,OUT035,4023.64091
NCF30,OUT027,3218.707083
FDK03,OUT035,4153.736206
FDT45,OUT017,910.4910588
NCC54,OUT027,5998.481939
FDP08,OUT018,2865.888827
FDU44,OUT046,2607.22321
DRG39,OUT035,871.8630529
FDU32,OUT049,2075.661537
FDY27,OUT049,2918.479021
NCP54,OUT013,2059.574203
NCZ41,OUT049,2031.788685
DRL49,OUT013,2190.169543
FDI05,OUT018,1178.76747
FDY56,OUT045,3824.929447
DRC13,OUT013,2055.688596
NCV29,OUT017,2983.119112
FDR24,OUT049,1410.507383
FDZ34,OUT018,2875.55476
FDP37,OUT035,2086.403367
FDX08,OUT027,4887.647755
FDS57,OUT045,2107.8913
NCG18,OUT049,1689.545099
FDK25,OUT018,2554.700759
FDH53,OUT049,1281.913365
DRI59,OUT018,3377.384871
FDA52,OUT046,2863.315084
FDT20,OUT010,41.16532168
FDE36,OUT019,444.544091
FDI24,OUT017,2884.058261
FDB28,OUT018,2934.106301
FDV11,OUT017,2879.261692
FDP01,OUT046,2478.510607
FDD34,OUT027,4151.914492
FDJ50,OUT027,1435.617624
FDZ44,OUT013,1914.867098
DRO59,OUT035,1204.378784
DRB48,OUT045,653.2788806
FDR21,OUT018,2619.786753
NCE42,OUT010,715.6872351
FDO23,OUT046,1504.451325
NCE30,OUT018,3217.294305
FDQ22,OUT035,691.9019472
FDY01,OUT045,1878.531127
FDS08,OUT017,2913.329771
FDG28,OUT018,3505.888631
FDQ51,OUT018,641.6319802
FDB05,OUT017,4035.252135
FDO56,OUT049,1914.777154
FDE02,OUT018,1362.104372
FDN45,OUT017,3724.891206
FDS09,OUT013,804.4882656
NCA54,OUT018,2766.89753
FDP09,OUT010,586.0982204
FDC53,OUT045,1565.300495
NCM55,OUT017,3165.342531
FDL09,OUT018,2524.714016
FDA11,OUT019,280.1098337
FDA50,OUT045,1511.437575
FDC23,OUT017,2978.654345
FDE22,OUT049,2613.735777
FDD23,OUT046,3143.336702
NCA29,OUT049,2920.300816
FDK38,OUT046,2452.908843
DRC13,OUT046,2046.008944
NCP43,OUT049,2927.580887
FDX28,OUT049,1594.977003
FDF08,OUT049,1419.729489
FDZ33,OUT046,2455.118342
FDD10,OUT049,2859.446188
FDO58,OUT017,2627.889717
FDI50,OUT017,3922.624999
FDO58,OUT045,2594.620056
FDX08,OUT013,3018.833738
NCK17,OUT010,35.61141731
FDF39,OUT035,4239.91138
FDU45,OUT010,333.8747521
NCJ18,OUT018,1708.455775
DRC27,OUT019,605.9502931
DRC25,OUT035,1380.093214
FDU59,OUT035,2593.762958
FDU28,OUT035,3132.381824
NCP30,OUT046,670.8246118
FDB39,OUT018,756.9301522
FDE41,OUT013,1372.555227
DRH11,OUT010,142.612134
FDA58,OUT045,3791.765645
FDU50,OUT046,1883.622321
FDM34,OUT013,2056.968465
FDM44,OUT027,2721.168895
FDR39,OUT045,2961.587041
FDM25,OUT045,2837.3544
FDQ49,OUT049,2470.459194
DRH25,OUT018,676.6836722
FDM09,OUT027,4479.306901
FDL44,OUT019,418.5929219
NCR42,OUT018,474.2694454
DRL59,OUT046,869.7773954
FDX43,OUT013,2686.029757
DRK47,OUT010,591.4401993
FDU48,OUT018,1860.712389
FDY12,OUT045,777.8716267
NCN43,OUT018,1844.315199
NCM55,OUT018,2874.909149
FDQ21,OUT027,3151.728362
FDX13,OUT035,4101.885701
NCK30,OUT027,5999.670519
FDG20,OUT049,2889.09145
DRG27,OUT017,688.3757274
FDY14,OUT018,3855.372532
FDP59,OUT035,1626.324311
FDU60,OUT017,2753.296523
NCC18,OUT019,455.9379194
DRJ39,OUT017,3631.23313
FDS07,OUT049,1904.677559
FDM08,OUT027,5690.584897
FDP51,OUT045,1981.156429
FDU16,OUT035,1376.765059
FDH12,OUT013,1674.819763
DRE48,OUT010,533.5172639
